seq	AlphaPubDate	PathID	PubYear	RecordID	RecordTitle	Title	bookauthor	bookdate	booktitle	matchquality	isfiction	singlework	actualtitle	actualauthor	howpositive	genresnamed	comments
762	Feb 1819	20160127231822_00007	1819	5770900	A Narrative of a Journey of five thousand miles through the eastern and western States of America, contained in eight Reports, addressed to the thirtynine English families, by whom the Author was deputed in June 1817, to ascertain whether any, and what part of the United States would be suitable for their residence; with Remarks on Mr. Birkbeek's Notes and Letters.	The Literary panorama, 1806-1819	Louis	1823.0	Narrative of a journey to Brussels and Coblentz, 1791	2.2546783882783883							
763	Jun 29, 1844	20160128005359_00005	1844	8431173	The Mysteries of Paris.	Examiner	Sue, Eugène	1843.0	The mysteries of Paris : a novel	2.322863502123348							
764	May 23, 1914	20160127192303_00008	1914	9370063	Full Swing.	The Athenaeum	Frankau, Julia	1914.0	Full swing	2.2687301587301585							
765	Apr 20, 1872	20160127192053_00005	1872	9025596	Morals and Mysteries.	The Athenaeum	Aïdé, Charles Hamilton	1872.0	Morals and mysteries	2.7391666666666667							
766	Apr 22, 1848	20160128002510_00012	1848	8427884	Rose, Blanche, and Violet.	Examiner	Lewes, George Henry	1848.0	Rose, Blanche, and Violet	3.0393148880105403							
767	Nov 1870	20160127184845_00001	1870	2719776	Melchior's Dream, and other Tales.	The Illustrated review : a fortnightly journal of literature, science and art	Ewing, Juliana Horatia Gatty	1895.0	Melchior's dream : and other tales	2.56775699305787							
768	Jul 17, 1880	20160128005915_00010	1880	8541217	Beauty's Daughters.	Examiner	Duchess	1886.0	Beauty's daughters	2.687142857142857							
769	Jun 9, 1821	20160127234659_00002	1821	5162332	Oliver Cromwell and his Times.	The Literary chronicle and weekly review, May 22, 1819-Dec. 28, 1822	Herbert, Henry William	1840.0	Oliver Cromwell : an historical romance	2.1116380952380958							
770	Jun 1913	20160127190105_00008	1913	2433298	MR. FLEIGHT.	The English review,  1908-1937	Ford, Ford Madox	1913.0	Mr. Fleight	2.4875706214689264							
771	Mar 10, 1827	20160127230351_00004	1827	5093501	Sketches in Ireland: descriptive of Interesting, and hitherto unnoticed Districts, in the North and South.	The Literary chronicle	Otway, Caesar	1827.0	Sketches in Ireland: descriptive of interesting, and hitherto unnoticed districts, in the north and south	3.9013801760292983							
772	Dec 1897	20160127190515_00012	1897	3186921	HUMAN ODDS AND ENDS:	The Bookman	Gissing, George	1898.0	Human odds and ends	2.3173860209934483							
773	Aug 5, 1829	20160127191542_00003	1829	8622916	Guy Ma ring; or, the Astrologer.	The Atheneaum and literary chronicle, Aug. 6, 1828-Dec. 30 1829	Scott, Walter, Sir	1815.0	Guy Mannering; or, The astrologer	2.246556862745098							
774	Feb 20, 1864	20160127224123_00002	1864	4363425	IN THE TROPICS.	The London review of politics, society, literature, art, and science	Fabens, Joseph Warren	1863.0	In the tropics	2.212857142857142							
775	Jun 9, 1883	20160127190619_00006	1883	6725093	The High Alps in Winter; or, Mountaineering in Search of Health.	The Academy, 1869-1902, 0269-333X	Le Blond, Elizabeth Alice Frances Hawkins-Whitshed	1883.0	The high Alps in winter;	3.1103686902229177							
776	Apr 10, 1852	20160127192407_00009	1852	9035432	Men and Women of France, during the Last Century.	The Athenaeum	Houssaye, Arsène	1852.0	Men and women of France, during the last century	3.2296786994367634							
777	Jan 17, 1903	20160127190208_00002	1903	6791075	THE SLAVES OF THE PADISHAH.	The Academy and literature, 1902-1905	Jókai, Mór	1903.0	"The slaves of the Padishah : ""The Turks in Hungary,"" being the sequel to ""Midst the Wild Carpathians"" : a romance"	2.9915476190476187							
778	Oct 19, 1861	20160128011902_00007	1861	8453638	The English Cyclopaedia of Arts and Sciences.	Examiner		1854.0	The English cyclopaedia : a new dictionary of Universal Knowledge	2.52535							
779	Apr 13, 1839	20160127225944_00001	1839	5240792	The Life and Correspondence of M. G. Lewis, Author of the "Monk," "Castle Spectre," &c. &c.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Southey, Robert	1855.0	The life and correspondence of Robert Southey	2.3033148310448923							
780	Apr 14, 1900	20160127192510_00019	1900	6811036	THE UNCHANGING EAST.	The Academy, 1869-1902, 0269-333X	Barr, Robert	1900.0	The unchanging East	2.820574712643678							
781	Nov 11, 1882	20160127190722_00007	1882	6699741	Homespun Yarns.	The Academy, 1869-1902, 0269-333X	Whitney, A. D. T. (Adeline Dutton Train)	1887.0	Homespun yarns	2.358311688311688							
782	Oct 1809	20160127183832_00011	1809	8156034	130. The Hungarian Brothers.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Porter, Anna Maria	1807.0	The Hungarian brothers	2.3272140665531342							
783	Nov 13, 1880	20160127183222_00004	1880	8720520	CHRISTMAS BOOKS.	The Athenaeum	Dickens, Charles	1885.0	Christmas books	2.24515710832784							
784	Sep 13, 1913	20160127192508_00001	1913	9097796	Whitcombe (E. L.), SPRING SONGS, LYRICS AND SONNETS, 2/6	The Athenaeum											
785	Jan 5, 1884	20160127190927_00008	1884	6691809	The Life and Times of Jesus the Messiah.	The Academy, 1869-1902, 0269-333X	Clarke, James Freeman	1892.0	Life and times of Jesus as related by Thomas Didymus	2.15133717948718							
786	May 2, 1840	20160127230657_00008	1840	5147584	Heath's Waverley Gallery of the Principal Female Characters in Sir Walter Scott's Romances and Poems.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Heath, Charles	1840.0	Heath's Waverley gallery of the principal female characters in Sir Walter Scott's romances and poems. From original paintings by eminent artists	3.9517053463984873							
787	Jan 2, 1830	20160127230149_00002	1830	5116487	Tales of a Briefless Barrister.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Scargill, William Pitt	1829.0	Tales of a briefless barrister	3.2285499058380416							
788	May 1849	20160127192508_00001	1849	4341323	The History of Pendennis: his Fortunes and Misfortunes, his Friends and his greatest Enemy.	The Rambler, Jan. 1848-May 1862	Thackeray, William Makepeace	1849.0	The history of pendennis : his fortunes and misfortunes, his friends and his greatest enemy	2.5963652275172917							
789	Sep 11, 1830	20160127190927_00008	1830	8617411	The Separation, a Novel.	The Athenaeum	Bury, Charlotte Campbell, Lady	1830.0	The separation : a novel	2.2111630135345552							
790	Feb 12, 1831	20160127230657_00008	1831	5220644	The Incognito; or, Sins and Peccadillos.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Trueba y Cosío, Joaquín Telesforo de	1831.0	The incognito; or, Sins and peccadillos	3.7766666666666655							
791	Jan 1827	20160127231108_00013	1827	5010341	Whims and Oddities, in Prose and Verse; with forty original designs by Thomas Hood, one of the Authors of Odes and Addresses to Great People, and Designer of the Progress of Cant.	Inspector, literary magazine and review, Nov. 1826-Apr. 1827	Hood, Thomas	1826.0	Whims and oddities : in prose and verse, with forty original designs	2.8223113300492613							
792	Aug 22, 1874	20160127191335_00001	1874	8701340	Gerald, and his Friend the Doctor.	The Athenaeum	Solly, Henry	1874.0	Gerald and his friend the doctor	2.8476548273559583							
793	Jan 1803	20160127190618_00013	1803	2971472	ART. IV. Cyclopaedia; or, a new Universal Dictionary of Arts, Sciences, &c.	The Annual review and history of literature	Hall, William Henry	1797.0	The new encyclopaedia; or, Modern universal dictionary of arts and sciences. On a new and improved plan. In which all the ... sciences are arranged into complete systems, the arts digested into distinct treatises, and philosophical subjects introduced in separate dissertations ... Including all the material information that is contained in Chambers's Cyclopaedia, the Encyclopaedia Britannica, and the French Encyclopedie	2.367566666666667							
794	Dec 1814	20160127235005_00006	1814	4821133	Art. 17. The Velvet Cushion.	Monthly Review, or, Literary Journal, 1752-1825	Cunningham, J. W. (John William)	1814.0	The velvet cushion	2.222960158644312							
795	Apr 1800	20160127183832_00011	1800	2657027	The Armenian; or, The Ghost-Seer. A History founded on Fact. Translated from the German of F. Schiller, Author of The Robbers, Don Carlos, &c. by the Rev. William Render. 4 vols. 12mo. 14s. Symonds. 1800.	The New London review; or, monthly report of authors and books, Jan. 1799-Jun. 1800	Schiller, Friedrich	1800.0	The Armenian; or, The ghost seer	2.5933333333333333							
796	Jun 26, 1897	20160127191545_00013	1897	6776634	Dream Tales and Prose Poems.	The Academy, 1869-1902, 0269-333X	Turgenev, Ivan Sergi︠e︡evích	1897.0	Dream tales, and prose poems	2.7877581470532875							
797	Jan 1, 1849	20160127235005_00006	1849	4989779	Christmas Eve, or the Story of Little Anton.	Critic of books, society, pictures, music and decorative art, 1848-1849	Schmid, Christoph von	1846.0	Christmas Eve, or, The story of poor Anthony	2.4975666681395725							
798	Oct 1853	20160127231618_00005	1853	5864240	Fern Leaves from Fanny's Portfolio.	The New quarterly review and digest of current literature, British, American, French, and German	Parton, Sara Payson (Willis)	1854.0	Fern leaves from Fanny's port-folio	3.214700854700854							
799	Jan 1806	20160127190825_00015	1806	2979626	ART. VI. Madame de Maintenon, translated from the French of Madame de Genlis, 2 vols. 12mo.	The Annual review and history of literature	comtesse de, Genlis, Stéphanie Félicité	1806.0	Madame de Maintenon	2.1201253112324223							
800	Apr 17, 1897	20160127192407_00009	1897	8844230	The Career of Claudia.	The Athenaeum	Peard, Frances Mary	1897.0	The career of Claudia	2.6881381381381377							
801	Aug 1889	20160127234351_00001	1889	6497000	ROBBERY UNDER ARMS.	Time	Boldrewood, Rolf	1895.0	Robbery under arms;	2.286398233226114							
802	Sep 16, 1899	20160127190208_00002	1899	6791584	A Son of the State.	The Academy, 1869-1902, 0269-333X	Ridge, W. Pett (William Pett)	1902.0	A Son of the state	2.409365079365079							
803	Apr 27, 1901	20160127183425_00006	1901	8975825	The Ship's Adventure.	The Athenaeum	Russell, William Clark	1901.0	The ship's adventure	2.7191743119266056							
804	Jul 26, 1873	20160127183527_00008	1873	8706061	Strangers and Pilgrims.	The Athenaeum	Braddon, M. E. (Mary Elizabeth)	1873.0	Strangers and pilgrims; a novel	2.1419111211709674							
805	Jan 1916	20160127190618_00013	1916	3177669	THE EXTRA DAY.	The Bookman	Blackwood, Algernon	1915.0	The extra day	2.403245614035088							
806	Jun 1, 1849	20160127234801_00004	1849	4999219	Father Connell.	Critic of books, society, pictures, music and decorative art, 1848-1849	Banim, John	1842.0	Father Connell	2.396315789473684							
807	Jun 1808	20160127230149_00002	1808	4958503	A New Illustration of the Sexual System of Carolus Von Linnoeus, comprehending an elucidation of the several parts of the Fructification; a Prize Dissertation on the Sexes of Plants; a full explanation of the classes, and orders of the Sexual System; and the Temple of Flora, or Garden of Nature, being picturesque botanical, coloured plates of select Plants, illustrative of the same, with descriptions.	Cabinet, or, monthly report of polite literature, 1807-1808	Baxter, Thomas	1810.0	An illustration of the Egyptian, Grecian, and Roman costume; in forty outlines, with descriptions, selected, drawn & engraved	2.280590476190476							
808	May 5, 1855	20160127191542_00003	1855	8685590	Willy Reilly and his dear Colleen Bawn: a Tale founded on Fact.	The Athenaeum	Carleton, William	1856.0	Willy Reilly and his dear Coleen Bawn; a tale, founded upon fact	3.526545893719806							
809	May 20, 1843	20160128005256_00004	1843	8372739	One Hundred Romances of Real Life.	Examiner		1846.0	One hundred romances of real life	3.1796668525960583							
810	Sep 9, 1882	20160127192611_00010	1882	9089154	Reminiscences of an Old Bohemian.	The Athenaeum	Hunter, George	1888.0	Reminiscences of an old timer	2.332555085183273							
811	Sep 1813	20160127234801_00004	1813	4428412	IWANOWNA; OR, THE MAID OF MOSCOW.	New review : or Monthly analysis of general literature	Hofland, (Barbara), Mrs	1815.0	Iwanowna; or, The maid of Moscow : a novel	3.4868115942028983							
812	Sep 10, 1904	20160127191335_00001	1904	8897415	Double Harness.	The Athenaeum	Hope, Anthony	1903.0	Double harness	2.4956410256410257							
813	May 1843	20160127224227_00003	1843	4444112	Scenes and Adventures in Affghanistan.	Tait's Edinburgh magazine	Sealsfield, Charles	1852.0	Scenes and adventures in central America	2.508620470200659							
814	Dec 7, 1867	20160128002916_00002	1867	8589501	Queer Little People.	Examiner	Stowe, Harriet Beecher	1867.0	Queer little people	2.7753358613217767							
815	Oct 26, 1901	20160127192407_00009	1901	8994344	Henry Bourland.	The Athenaeum	Hancock, Albert Elmer	1901.0	Henry Bourland	2.606769759450172							
816	Aug 19, 1843	20160127192157_00006	1843	8971471	Book review	The Athenaeum											
817	May 1842	20160127192510_00019	1842	8199505	Henry de Pomeroy; or, the Eve of St. John: a Legend of Cornwall and Devon.	The Gentleman's Magazine: and historical review, July 1856-May 1868	Bray, (Anna Eliza), Mrs	1846.0	Henry de Pomeroy, or, The Eve of St. John : a legend of Cornwall and Devon	2.6830470763746965							
818	Nov 1816	20160127190516_00005	1816	8168260	70. A short Account of the Proceedings of the Society for Superseding the Necessity of Climbing Boys. Published in consequence of the General Meeting of the Inhabitants of London and Westminster, convened at the Mansion-House, on the 12th of June, 1816, for the Purpose of promoting the Use of the Machine. 8vo. pp. 24. Baldwin, Cradock, and Joy.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Brayton, Patience Greene	1802.0	A short account of the life and religious labours of Patience Brayton, late of Swansey, in the state of Massachusetts	2.1146476190476187							
819	Mar 19, 1887	20160127191949_00014	1887	8747488	Springhaven.	The Athenaeum	Blackmore, R. D. (Richard Dooddridge)	1887.0	Springhaven	2.15							
820	Jun 22, 1822	20160127230351_00004	1822	5102943	The Provost.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Galt, John	1822.0	The provost	2.2							
821	Aug 5, 1865	20160127234801_00004	1865	4851332	Irkdale; or, the Odd House in the Hollow.	The Reader,  1863-1867	Brierly, B	1865.0	Irkdale; or, The odd house in the hollow	3.4139682539682537							
822	Jan 1844	20160127193123_00003	1844	4415678	THE PERILS OF BEAUTY.	New monthly magazine and humorist, Jan. 1837-Dec. 1852	Chamier, Frederick	1843.0	The perils of beauty	2.6303208556149733							
823	Nov 1832	20160127192715_00011	1832	8246889	The Refugee in America. 3 vols. 8vo.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Trollope, Frances Milton	1832.0	The refugee in America: a novel	2.2259238095238096							
824	Aug 26, 1905	20160127192157_00006	1905	9020195	The Novels of Mrs. Aphra Behn.	The Athenaeum	Behn, Aphra	1905.0	The novels of Mrs. Aphra Behn	3.321438358392529							
825	Jul 15, 1871	20160127193122_00012	1871	8679335	Suburban Sketches.	The Athenaeum	Howells, William Dean	1871.0	Suburban sketches	2.5946511627906976							
826	Oct 20, 1906	20160127192303_00008	1906	9018994	The Incomplete Amorist.	The Athenaeum	Nesbit, E. (Edith)	1906.0	The incomplete amorist	3.1733333333333333							
827	Mar 27, 1824	20160128000019_00002	1824	5187898	Memoirs of the Life and Writings of Mrs. Frances Sheridan.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Radcliffe, Ann Ward	1833.0	Memoir of the life and writings of Mrs. Radcliffe. Gaston de Blondeville	2.5505142323596104							
828	Jan 22, 1825	20160127234351_00001	1825	5194459	Ballantyne's Novelist's Library.	The Literary gazette : A weekly journal of literature, science, and the fine arts		1821.0	Ballantyne's novelist's library	2.974390243902439							
829	Mar 28, 1908	20160127192200_00007	1908	8940697	The Castaway: Three Great Men ruined in One Year-a King, a Cad, and a Castaway.	The Athenaeum	Rives, Hallie Erminie	1908.0	The castaway; three great men ruined in one year--a king, a cad and a castaway	3.1361683760628085							
