author	bookid	bpoids	genres	htrcids	subjects	title
McClure S S Samuel Sidney	B5336	{3228640}		{'mdp.39076005078733'}		My autobiography
Major Charles	B5337	{8977454}		{'mdp.49015000541525'}	{'History', 'Elizabeth, 1558-1603'}	Dorothy Vernon of Haddon Hall
Meredith George	B5338	{9141330, 9427211}	{'Bibliographies'}	{'njp.32101079670715', 'mdp.49015002138015'}		Rhoda Fleming a story
Meredith George	B5339	{8513352}	{'Bibliographies'}	{'mdp.49015002138056', 'nyp.33433076078355', 'nyp.33433074890074', 'uc1.$b440825', 'mdp.49015002138064', 'uc1.$b440826'}	{'English fiction'}	The adventures of Harry Richmo
Bulgarin Faddeĭ	B534	{4693973}		{'njp.32101075686376', 'nyp.33433073357042'}	{'Social life and customs'}	Ivan Vejeeghen or Life in Russ
Meredith George	B5340	{6363054}	{'Bibliographies'}	{'mdp.49015002138072', 'uiuo.ark+=13960=t75t4650s', 'uiuo.ark+=13960=t17m0tr07', 'uiuo.ark+=13960=t7sn0r644', 'mdp.49015002138080'}	{'English fiction'}	Beauchamps career
Masefield John	B5341	{2452060}		{'miua.0633020.0001.001'}		The midnight folk a novel
Mackenzie R Shelton Robert Shelton	B5342	{4446538}		{'njp.32101013036395'}		Titian  a romance of Venice
Mackenzie Compton Sir	B5343	{2443389}		{'njp.32101023870874'}		The altar steps
Morand Paul	B5344	{3228540}		{'njp.32101032433516'}		Open all night
Macaulay Mrs Fannie Caldwell	B5345	{8958043}		{'njp.32101037987375'}		The house of the misty star a romance of youth and hope and love in old Japan
McCall Sidney	B5346	{8913889}		{'njp.32101045358098'}		The breath of the gods
Milman E A Edward Augustus	B5347	{4988175}		{'njp.32101063607814', 'uc1.$b250199', 'uc1.$b250201'}		Arthur Conway or Scenes in the tropics
Moore Thomas	B5348	{6196128, 6145123, 5224068, 6190564, 6145543, 8273966, 9075599, 5251407, 8239508, 5811448, 4702778, 6104381}		{'njp.32101063693335'}		The poetical works of Thomas Moore collected by himself
Maxwell Armfield Armfield Anne Constance Smedley Mrs	B5349	{6816897, 6808595}		{'njp.32101064786344'}		An April princess
Bromby Charles Hamilton	B535	{9007109}		{'njp.32101077785028'}	{'Alcibiades'}	Alkibiades a tale of the Great Athenian War
Maxwell W H William Hamilton	B5350	{4440019}		{'njp.32101064794389'}		Wild sports of the west With legendary tales and local sketches
Marryat Emilia	B5351	{9454420, 9107926}		{'njp.32101064912114', 'njp.32101064912122'}		Henry Lyle or Life and existence
Miln Louise Jordan Mrs	B5352	{3164893}		{'njp.32101064994773'}	{'Social life and customs', 'Description and travel', 'Orient'}	When we were strolling players in the East
Maxwell W H William Hamilton	B5353	{8774312}		{'njp.32101065836353'}		The dark lady of Doona
Major Michel	B5354	{8197352, 4444004}		{'njp.32101065836601', 'njp.32101065836619', 'njp.32101065836593'}	{'Henry', '1387-1422', 'King of England'}	Henry of Monmouth or The field of Agincourt
Merrick Leonard	B5355	{3237893}		{'njp.32101065837146'}		The man who was good
Montrésor F F Frances Frederica	B5356	{8937110}		{'njp.32101065842872'}		False coin or true
Munro Neil	B5357	{8917238, 6856063}	{'Novel'}	{'njp.32101065845842'}	{'20th century', 'Social life and customs', 'Americans', 'Scotland'}	The daft days
McCarthy Justin H  Justin Huntly	B5358	{8864565}		{'njp.32101065860452'}		Camiola a girl with a fortune
Manning Anne	B5359	{8605536}		{'njp.32101065863696'}		The old Chelsea bunhouse  a tale of the last century
Bédier Joseph	B536	{6842021}		{'njp.32101079513584'}	{'Romances', 'Tristan (Legendary character)'}	The romance of Tristan and Iseult
Marriott Charles	B5360	{2445595}		{'njp.32101065863837'}		The grave impertinence
MarshCaldwell Anne	B5361	{8407850, 8470123, 4978685, 4446982}		{'njp.32101065864496', 'njp.32101065864504'}		Mount Sorel or The heiress of the De Veres
Meynell Viola	B5362	{3196616}	{'Biography', 'Bibliographies'}	{'njp.32101066384817'}	{'Eliot, George', '1819-1880'}	George Eliot
Miss Cornish	B5363	{2721358}		{'njp.32101066458272'}		The home at Heatherbrae A tale
Morris William	B5364	{6709241}	{'Bibliographies'}	{'njp.32101068155330'}		The roots of the mountains  wherein is told somewhat of the lives of the men of Burgdale their friends their neighbours their foemen and their fellows in arms
Macaulay Rose Dame	B5365	{6821759}		{'njp.32101068574498'}		Abbots Verney  a novel
Malory Thomas Sir	B5366	{3211758}		{'njp.32101068600871'}	{'Grail'}	The noble tale of the Sangreal drawn out of the French tongue by Sir Thomas Malory  and first printed by Master William Caxton
Madame de Witt Henriette Elizabeth	B5367	{8664530}	{'Juvenile audience'}	{'njp.32101068975562'}		A French country family
Morris Charles	B5368	{6831283}		{'njp.32101072310624', 'njp.32101072310640'}	{'World history'}	King Arthur
Mason Eugene	B5369	{8965413}		{'njp.32101072852633'}	{'Translations into English', 'French literature', 'To 1500'}	Oldworld love stories From the lays of Marie de France  other mediaeval romances  legends
Banim Michael	B537	{8692355}	{'Bibliographies'}	{'nnc1.0036681857'}		The ghosthunter and his family
Manning Anne	B5370	{9035697}		{'njp.32101073308494'}	{'1608-1674', 'd. 1652', '-1652', 'Milton, John', 'Milton, Mary Powell'}	The maiden and married life of Mary Powell  afterwards Mistress Milton
Malet Lucas	B5371	{6720947}		{'njp.32101075981538'}	{'823H24W1891'}	The wages of sin
Meredith George	B5372	{6362426}		{'nnc1.0037105205', 'nnc1.0037105213'}		Harry Richmond
Markham Clements R Clements Robert Sir	B5373	{3170458}		{'nnc1.1000393819'}	{'King of Northumbria', '585?-633', 'History', 'Anglo-Saxon period, 449-1066', 'Edwin'}	The paladins of Edwin the Great
MCarthy Daniel	B5374	{8965023}		{'nnc1.1002325179', 'nnc1.1002325128'}		The siege of Florence an historical romance
Millingen J G John Gideon	B5375	{4700053}		{'nnc1.1002328852', 'nnc1.1002328801'}		Adventures of an Irish gentleman
Merezhkovsky Dmitry Sergeyevich	B5376	{6670569, 6668607}		{'nnc1.cr59982969'}	{'331-363', 'Julian', 'Emperor of Rome'}	Julian the Apostate
Meigs Cornelia	B5377	{3208874}	{'Juvenile audience'}	{'nnc1.cu13187368'}	"{""Children's literature, American""}"	The kingdom of the winding roa
MacFarlane Charles	B5378	{4707876}		{'nyp.33433011791823'}	{'Brigands and robbers'}	The lives and exploits of the banditti and robbers of all nations
McLaughlin Marie L	B5379	{3242814}		{'nyp.33433022847994'}	{'Mdewakanton Indians', 'Dakota Indians', 'Legends'}	Myths and legends of the Sioux
Bottrell William	B538	{6662006}		{'nnc1.1000341738'}	{'Cornwall (County)', '(OCoLC)fst01330745', '(OCoLC)fst00995592', 'Legends', 'England'}	Traditions and hearthside stories of West Cornwall
Montgomery Florence	B5380	{8558548}		{'nyp.33433034410336'}	{'English fiction'}	Misunderstood
Mitchell S Weir Silas Weir	B5381	{6861586, 8887243}		{'nnc1.cu11722452', 'nyp.33433067283592'}	{'American literature', 'History and criticism'}	The red city
Major John Richardson	B5382	{4690000}		{'nyp.33433067303903', 'nyp.33433067303895'}		Écarté or the salons of Paris  In two volumes
Morgan Sydney Lady	B5383	{8620936, 4999546}		{'nyp.33433067388078', 'nyp.33433067388086'}	{'Women', 'History'}	Woman and her master A history of the female sex from the earliest period
Melly George	B5384	{8604588, 5892717}		{'nyp.33433067405641'}	{'Education, Secondary', 'Great Britain'}	School experience of a fag at a private and public school
Montalba Anthony R Anthony Reubens	B5385	{9014931, 8413623}	{'Juvenile audience'}	{'nyp.33433068199508'}	{'Fairy tales'}	Fairy tales from all nations
Moulton Arthur W Arthur Wheelock	B5386	{6837319, 8840679}		{'nyp.33433068250780'}		It came to pass
Magoun Jeanne Bartholow	B5387	{6881920}		{'nyp.33433074809009'}	{'Clergy', 'Women', 'Families', 'Conduct of life'}	The mission of Victoria Wilhel
Mitchell Donald Grant	B5388	{9454553, 4854375}		{'nyp.33433074826383'}		Wet days at Edgewood with old farmers old gardeners and old pastorals
Malet Lucas	B5389	{8913344}		{'nyp.33433074850698'}		The far horizon
Bunbury Selina	B539	{4965176}		{'nnc1.1000448907', 'nnc1.1000448850'}	{'Description and travel'}	Rides in the Pyrenees
McCarthy Justin	B5390	{8526825}		{'nyp.33433074875091'}		Linley Rochford  a novel
McCarthy Justin H  Justin Huntly	B5391	{8915596}		{'nyp.33433074875166'}	{'b. 1431', 'Villon, François'}	Needles and pins a novel
McCarthy Justin H  Justin Huntly	B5392	{8928311}		{'nyp.33433074875232'}		The Illustrious OHagan
Macdonald Greville	B5393	{3200730}		{'nyp.33433074875554'}		The north door a romance
MacDonald George	B5394	{8592729}		{'nyp.33433074875703'}		Paul Faber surgeon
MacDonald George	B5395	{9429916}		{'nyp.33433074875745'}	{'Scottish authors', 'English fiction'}	The portent a story of the inner vision of the Highlanders commonly called the second sight
Mackarness Henry S Mrs	B5396	{8631867}		{'nyp.33433074875794'}		Siberts wold A tale
Mackarness Henry S Mrs	B5397	{9183849}		{'nyp.33433074875828'}	{'English fiction'}	Influence  or The evil genius
MacDonald George	B5398	{9449556}		{'nyp.33433074875943', 'nyp.33433074875935', 'nyp.33433074875950'}	{'Scottish authors', 'English fiction'}	David Elginbrod
Macdonald Diana Louisa	B5399	{9168853}		{'nyp.33433074875968'}	{'English fiction', '1452-1519', 'Leonardo', 'da Vinci'}	Villa Verocchio or The youth of Leonardo da Vinci A tale
Aïdé Hamilton	B54	{8523503}		{'njp.32101068162997', 'uc2.ark+=13960=t3st7kb7k'}		Penruddocke
Bandinel James	B540	{9590952, 6173820}		{'nnc1.1002230933', 'nnc1.1002230984'}		Milton Davenant  a tale of the times we live in
McKenna Stephen	B5400	{3210867}		{'nyp.33433074876107'}		Lady Lilith
MacIlwaine Herbert C	B5401	{6773858, 6773067}		{'nyp.33433074876198'}		Fate the fiddler
Mackarness Henry S Mrs	B5402	{9027055}	"{'Juvenile audience', ""Children's stories""}"	{'nyp.33433074876206'}	{'Juvenile fiction', 'Conduct of life'}	The cloud with the silver lining
Macilwaine H C Herbert C	B5403	{6826972, 8919900}		{'nyp.33433074876222'}	{'English fiction'}	Anthony Britten
MacIlwaine Herbert C	B5404	{8914435}		{'nyp.33433074876230'}		The tower maiden
MacGrath Harold	B5405	{8927209}		{'nyp.33433074876248'}		The lure of the mask
Marryat Florence R M Church Lean	B5406	{9433997}		{'nyp.33433074878756'}	{'English fiction'}	For ever and ever A drama of l
Marryat Florence R M Church Lean	B5407	{8787275, 9168381}		{'nyp.33433074880018'}	{'English fiction'}	The girls of Feversham
Marryat Florence R M Church Lean	B5408	{4855172, 9458277}		{'nyp.33433074880059'}	{'English fiction'}	Loves conflict
Marryat Florence R M Church Lean	B5409	{3170272}		{'nyp.33433074880067'}		How like a woman
Benham Charles	B541	{3163505, 6763540}		{'nnc1.1002312050'}		The fourth Napoleon a romance
Marryat Florence R M Church Lean	B5410	{8509731}		{'nyp.33433074880075'}	{'English fiction'}	Her lord and master A tale
Marriott Charles	B5411	{8975336}		{'nyp.33433074880083'}		What a man wants
Marriott Charles	B5412	{8875732, 6825197}		{'nyp.33433074880141'}		The wondrous wife
Marriott Charles	B5413	{3177528, 9315579}		{'nyp.33433074880158'}		When a woman woos
Marryat Florence R M Church Lean	B5414	{6769721, 8861813}		{'nyp.33433074880190'}		A rational marriage
Marryat Frederick	B5415	{9011664}		{'nyp.33433074880380', 'nyp.33433074880372'}	{'Senegal', 'Privateering', 'Slavery'}	The privateersman one hundred years ago
Marryat Frederick	B5416	{4700385}		{'nyp.33433074880471'}	{'English fiction'}	Newton Forster  or The merchant service
MarshCaldwell Anne	B5417	{5870939, 8619876}		{'nyp.33433074880521', 'nyp.33433074880539'}	{'823M355HE'}	The heiress of Haughton  or The mothers secret
MarshCaldwell Anne	B5418	{9149802, 6181805}		{'nyp.33433074880570'}		Tales of the woods and fields
MarshCaldwell Anne	B5419	{6136856, 8776454}		{'nyp.33433074880588'}		Two old mens tales  The deformed  and The admirals daughter
Baker William M William Mumford	B542	{2460961}		{'nnc1.50178786'}	{'1791-1857', 'Baker, Daniel'}	The life and labours of the Rev Daniel Baker D D
Malet Hugh Poyntz	B5420	{8781400}		{'nyp.33433074880646'}		Lost links in the Indian mutin
Mallock W H William Hurrell	B5421	{3175817}	{'Dime novels'}	{'nyp.33433074880711'}		The heart of life
Marsh Richard	B5422	{8862017}		{'nyp.33433074880893'}	{'English fiction'}	The Marquis of Putney
Marryat Frederick	B5423	{8874349, 8598430}		{'nyp.33433074880950'}	{'English fiction'}	Snarleyyow or The dog fiend
Marshall Archibald	B5424	{9051403}		{'nyp.33433074880992'}		The squires daughter
Marshall Emma Mrs	B5425	{9430849}		{'nyp.33433074881016'}	{'English fiction'}	Millicent Legh A tale
Marryat Frederick	B5426	{8422590}		{'nyp.33433074881032'}	{'English fiction'}	Valerie an autobiography
Mayhew Augustus	B5427	{4979083, 8990422}	{'Novel'}	{'nyp.33433074890181'}		The greatest plague of life or The adventures of a lady in search of a good servant
Meldrum David Storrar	B5428	{8979712, 6808116, 6771830}	"{""Publishers' cloth bindings (Binding)"", 'United States'}"	{'nyp.33433074890462'}	{'Love stories'}	The conquest of Charlotte
Mason A E W Alfred Edward Woodley	B5429	{6822265, 8900429, 6774894}	{'Novel'}	{'nyp.33433074892518'}		The four feathers
Bainbridge William	B543	{8763283}		{'nnc1.cu58504877'}		The day after tomorrow  or Fata Morgana containing the opinions of Mr Serjeant Mallet  on the future state of the British nation and of the human race
Mathew Frank James	B5430	{8851353, 3180363, 6760780}		{'nyp.33433074892526'}	{'English fiction'}	A child in the temple a novel
Matheson Charlotte Mary	B5431	{3190563}		{'nyp.33433074892542'}	{'English fiction'}	The generation between
Maxwell W B William Babington	B5432	{6818596, 8902095}		{'nyp.33433074892682'}	{'Scottish authors', 'English fiction'}	The guarded flame
Maugham W Somerset William Somerset	B5433	{6779915, 3163180, 6774382}	{'Short stories', 'Short stories, English'}	{'nyp.33433074892724'}		Orientations
Masefield John	B5434	{6836342}	"{""Publishers' advertisements""}"	{'nyp.33433074892765'}	{'Ghost stories'}	A mainsail haul
Mason A E W Alfred Edward Woodley	B5435	{9414514, 6745650, 6797647}		{'nyp.33433074892781'}	{'English fiction'}	Clementina
Maud Constance Elizabeth	B5436	{3184764}		{'nyp.33433074892948'}		A daughter of France
Mason A E W Alfred Edward Woodley	B5437	{6670402, 8866796, 3164684, 6747503}		{'nyp.33433074892989'}		Parson Kelly
Maxwell Gerald	B5438	{3191728, 6825216, 9046240}		{'nyp.33433074893052'}	{'English fiction'}	The fear of life
Maud Constance Elizabeth	B5439	{3192050, 6812822}		{'nyp.33433074893060'}		No surrender
Balfour Clara Lucas	B544	{5012952, 8624092}		{'nyp.33433008142022'}		The Burnish family
Maugham W Somerset William Somerset	B5440	{3167145, 6820618, 8925428}		{'nyp.33433074893086'}		The explorer
Mathew Frank James	B5441	{6670848, 6669843, 3268563}		{'nyp.33433074893334'}		One queen triumphant
Mason A E W Alfred Edward Woodley	B5442	{8933818}	{'Mystery and detective fiction', 'Great Britain'}	{'nyp.33433074893342'}	{'Hanaud, Inspector (Fictitious character)'}	At the Villa Rose
Mathew Frank James	B5443	{3179643, 8860903}		{'nyp.33433074893383'}		The Spanish wine
Mason A E W Alfred Edward Woodley	B5444	{6792377, 6766347, 8818972}		{'nyp.33433074893391'}		Miranda of the balcony a story
Mason A E W Alfred Edward Woodley	B5445	{3152218, 8879059}	{'Mystery and detective fiction', 'Great Britain'}	{'nyp.33433074893409'}		Ensign Knightley  and other stories
Marryat Frederick	B5446	{9351177, 5228006}		{'nyp.33433074893474', 'nyp.33433074893482'}	{'English fiction'}	The pirate and The three cutte
Mathew Frank James	B5447	{8840547, 3168667}		{'nyp.33433074893490'}		The wood of the brambles
McCarthy Justin H  Justin Huntly	B5448	{6859976, 9457185}		{'nyp.33433074893516'}		The king over the water or The marriage of Mr Melancholy
McCarthy Justin	B5449	{8875012}		{'nyp.33433074893565'}	{'Irish fiction'}	Mononia a love story of Fortyeight
Balfour Clara Lucas	B545	{9454457}		{'nyp.33433008142030'}	{'Temperance'}	Troubled waters
McConnel John Ludlum	B5450	{9025061}		{'nyp.33433074893722'}		Talbot and Vernon A novel
Marshall Emma Mrs	B5451	{8668163}		{'nyp.33433074895081'}	{'English fiction'}	Violet Douglas or The problems
Marshall Emma Mrs	B5452	{3167680}		{'nyp.33433074895115'}	{'Wren, Christopher', '1632-1723'}	Under the dome of St Pauls a story of Sir Christopher Wrens days
Martineau Harriet	B5453	{4965218, 8427455}		{'nyp.33433074895297'}	{'Social life and customs', 'Norway'}	Feats on the Fiord  a tale
Manning Anne	B5454	{4455540}	{'ContainsBiogMaterial'}	{'mdp.39015013269298', 'nyp.33433074895347'}	{'1478-1535', 'More, Thomas', 'Sir, Saint', '1505-1544', 'Saint', 'Roper, Margaret'}	The household of Sir Thomas More
Manning Anne	B5455	{4852333}		{'nyp.33433074895420'}	{'English fiction'}	Selvaggio a tale of Italian country life
Manning Anne	B5456	{8470187}		{'nyp.33433074895511', 'nyp.33433074895438'}	{'Joan', '1412-1431', 'of Arc, Saint'}	A noble purpose nobly won  an old old story
Mann Mary E Rackham  Mrs	B5457	{8852456, 3162460, 6767428}		{'nyp.33433074895446'}		The cedar star
Mann Mary E	B5458	{6697261, 8907038}		{'nyp.33433074895461'}		Rose at Honeypot
Mann Mary E	B5459	{6814861, 8920807}		{'nyp.33433074895503'}	{'English fiction'}	The Eglamore portraits
Burmeister Hermann	B546	{4702244, 6181002, 6180013, 5809232, 5846453, 5827801}		{'nyp.33433010997074'}	{'Entomology', '1802-1868', 'Insects', 'Shuckard, William Edward'}	A Manual of entomology
March E Sutcliffe	B5460	{8844707}		{'nyp.33433074895610'}		A stumbler in wide shoes a nov
Marchmont Arthur W Arthur Williams	B5461	{3164935}		{'nyp.33433074895651'}		Sir Jaffrays wife
Marchmont Arthur W Arthur Williams	B5462	{6786920, 8842128}		{'nyp.33433074895685'}		The greatest gift
Marchmont Arthur W Arthur Williams	B5463	{8907035}		{'nyp.33433074895693'}		By wit of woman
Martineau Harriet	B5464	{4445434, 4960340, 4446934, 8394398}		{'nyp.33433074895701'}		Forest and gamelaw tales
Marnan Basil	B5465	{8882128, 6801137}		{'nyp.33433074895750'}	{'English fiction'}	A daughter of the veldt
Marriott Charles	B5466	{6811345, 9013646, 6670717, 3185246}		{'nyp.33433074895792'}		The house on the sands
Marriott Charles	B5467	{6835635, 8900070}		{'nyp.33433074895800'}	{'English fiction'}	Mrs Alemeres elopement
Martineau Harriet	B5468	{4979287}		{'nyp.33433074895958'}	{'English fiction'}	The billow and the rock  a tal
Mackie John	B5469	{6654441}		{'nyp.33433074896030'}		They that sit in darkness A story of the Australian NeverNever
Barker Mary Anne Lady	B547	{2725473}		{'nyp.33433044800799'}	{'Description and travel', 'New Zealand', 'Country life'}	Station amusements in New Zealand
MacLennan M C Malcolm Cameron	B5470	{8797323}		{'nyp.33433074896147'}	{'Scottish authors', 'English fiction'}	Benoni Blake MD surgeon at Glenaldie
