author	latestcomp	shorttitle
Mortimer, Penelope	1957.0	The bright prison
Morrison, Nancy Brysson	1957.0	The other traveller, a novel
Mosley, Nicholas	1957.0	Corruption, a novel
Cost, March	1957.0	I, Rachel; a biographical novel
Myrer, Anton	1957.0	The big war
Morgan, Charles	1957.0	Challenge to Venus
Anand, Mulk Raj	1957.0	Seven summers; the story of Indian childhood
Asimov, Isaac	1957.0	Earth is room enough; science fiction tales of our own planet
Arnold, Ralph	1957.0	Spring list
Chute, B. J. (Beatrice Joy)	1957.0	The blue cup, and other stories
Cloete, Stuart	1957.0	The mask
Coates, Robert M. (Robert Myron)	1957.0	The hour after Westerly, and other stories
Costain, Thomas B. (Thomas Bertram)	1957.0	Below the salt, a novel
Cozzens, James Gould	1957.0	By love possessed
Muir, Robert, Sir	1957.0	The sprig of hemlock : a novel about Shays' Rebellion
Nelson, Michael	1957.0	Knock or ring, a novel
Nemerov, Howard	1957.0	The homecoming game; a novel
Morris, Wright	1957.0	Love among the cannibals
Moll, Ernest George	1957.0	Below these hills; the story of a Riverina farm
Morrison, Theodore	1957.0	To make a world
Shute, Nevil	1957.0	On the beach
Naipaul, V. S. (Vidiadhar Surajprasad)	1957.0	The mystic masseur
Narayan, R. K	1957.0	The printer of Malgudi
O'Faoláin, Seán	1957.0	Finest stories
Murdoch, Iris	1957.0	The sandcastle : a novel
Sarton, May	1957.0	The fur person
Williamson, Henry	1957.0	The golden virgin
Richardson, Hal	1957.0	One-man war : the Jock McLaren story
Anderson, Poul	1957.0	Earthman's burden
Marlyn, John	1957.0	Under the ribs of death
Roosenburg, Henriette	1957.0	The walls came tumbling down
Zagórski, Wacław	1957.0	Seventy days
Yourcenar, Marguerite	1957.0	Coup de Grâce
Bryan, Charles Valentine	1957.0	The child that nobody wanted
Lesins, Knuts	1957.0	The wine of eternity : short stories from the Latvian
Cocteau, Jean	1957.0	The impostor
Winny, James	1957.0	The descent of Euphues
Hidāyat, Ṣādiq	1951.0	The blind owl
Loomis, Roger Sherman	1957.0	Medieval romances
Flores, Angel	1957.0	Masterpieces of the Spanish golden age
O'Connor, Frank	1957.0	Modern Irish short stories
Brown, Fredric	1957.0	Rogue in space
Remarque, Erich Maria	1957.0	The black obelisk
Butler, Samuel	1902.0	The way of all flesh : With illustrations of the author, his environment and the setting of the book
Colum, Padraic	1957.0	The flying swans
Newby, P. H. (Percy Howard)	1957.0	Revolution & roses
Powell, Anthony	1957.0	At Lady Molly's : a novel
Rayner, D. A (Denys Arthur)	1957.0	The enemy below
Wibberley, Leonard	1957.0	Take me to your president
Cronin, Vincent	1957.0	The last migration
Alexander, Sidney	1957.0	Michelangelo, the Florentine : a novel
Barratt, Raven	1957.0	Coronets and buckskin
Dobkin, Marjorie Housepian	1957.0	A houseful of love
McNulty, John	1956.0	The world of John McNulty : with an appreciation by James Thurber
Merrill, James	1957.0	The seraglio
Norris, Frank Callan	1957.0	Tower in the West
Purdy, James	1957.0	Color of darkness : eleven stories and a novella
Saroyan, William	1957.0	Papa, you're crazy
Sarton, May	1957.0	The birth of a grandfather
Swados, Harvey	1957.0	On the line
Van Doren, Mark	1957.0	Home with Hazel, and other stories
Malamud, Bernard	1957.0	The assistant : a novel
Böll, Heinrich	1957.0	Tomorrow and yesterday
Bell, Margaret Elizabeth	1957.0	Daughter of Wolf House
Howard, Elizabeth	1957.0	A girl of the north country
Kjelgaard, Jim	1957.0	Swamp cat
Munari, Bruno	1957.0	Animals for sale
Sandoz, Mari	1957.0	The horsecatcher
Shaffer, Robert	1957.0	The crocodile tomb
Speare, Elizabeth George	1957.0	Calico captive
Leekley, Thomas B	1957.0	The riddle of the black knight : and other tales and fables
Freeman, Don	1957.0	Fly high, fly low
Titus, Eve	1957.0	Anatole and the cat
Lindgren, Astrid	1957.0	Pippi goes on board
Gironella, José María	1957.0	Where the soil was shallow
Samayoa Chinchilla, Carlos	1957.0	The emerald lizard; tales and legends of Guatemala
Spota, Luis	1957.0	The wounds of hunger: a novel/ $f: Translated and edited by Barnaby Conrad. -
	1957.0	In the fields : Bulgarian short stories
Schwebell, Gertrude Clorius	1957.0	Where magic reigns; German fairy tales since Grimm
Hoyle, Fred, Sir	1957.0	The black cloud
Swift, Hildegarde Hoyt	1957.0	The edge of April : a biography of John Burroughs
Steinbeck, John	1957.0	The short reign of Pippin IV; a fabrication
Sava, George	1957.0	Surgery and crime
Pauli, Hertha Ernestine	1957.0	Cry of the heart : the story of Bertha von Suttner
of Emesa. Heliodorus	1957.0	An Ethiopian romance
Natsume, Sōseki	1916.0	Kokoro, a novel;
Tanizaki, Junʼichirō	1957.0	The Makioka sisters
Agawa, Hiroyuki	1957.0	Devil's heritage
Yang, Xianyi	1957.0	The courtesan's jewel box : Chinese stories of the Xth-XVIIth centuries
Ou-yang, Shan	1957.0	Uncle Kao
Yang, Shuo	1957.0	A thousand miles of lovely land
Zhao, Shuli	1957.0	Sanliwan Village
	1957.0	Dawn on the river and other stories by contemporary Chinese writers
Shridharani, Krishnalal Jethalal	1957.0	The adventures of the upside-down tree
Slaughter, Frank G. (Frank Gill)	1957.0	The golden ones : a novel
Sourian, Peter	1957.0	Miri, a novel
Stewart, J. I. M. (John Innes Mackintosh)	1957.0	Appleby talks again
Styles, Showell	1956.0	His was the fire
Swinnerton, Frank	1957.0	The woman from Sicily
Synge, J. L (John Lighton)	1957.0	Kandelman's Krim : a realistic fantasy
Taylor, Elizabeth	1957.0	Angel
Tomlinson, H. M. (Henry Major)	1957.0	The trumpet shall sound
Tracy, Don	1957.0	Cherokee
Trench, John	1957.0	What rough beast
Trevor, Elleston	1957.0	Gale force
Van Every, Dale	1957.0	The voyagers
Van Orden, Bianca	1957.0	309 East & A night of levitation
White, Patrick	1957.0	Voss : a novel
White, T. H. (Terence Hanbury)	1957.0	The master : an adventure story
Whitman, Sidney Edgerton	1957.0	Rebel ranger
Wilkins, Vaughan (William Vaughan)	1957.0	Lady of Paris
Wodehouse, P. G., (Pelham Grenville)	1957.0	The butler did it
Yellen, Samuel	1957.0	The passionate shepherd, a book of stories
Yerby, Frank	1957.0	Fairoaks : a novel
Petrescu, Cezar	1957.0	Gathering clouds; a novel
Petrescu, Cezar	1957.0	Gathering clouds; a novel
Petrescu, Cezar	1957.0	Gathering clouds; a novel
Popovici, Titus	1957.0	The stranger, a novel
	1957.0	The comforters
Thirkell, Angela	1957.0	A double affair
Kästner, Erich	1957.0	A Salzburg comedy
Stolpe, Sven	1957.0	Sound of a distant horn
Hassel, Sven	1957.0	The legion of the damned / $f: Translated from the Danish by Maurice Michael. -
Boulle, Pierre	1957.0	The test
Dhôtel, André	1957.0	Faraway, a novel
Druon, Maurice	1957.0	The poisoned crown ; a novel
Green, Julien	1957.0	The transgressor
Heyman, Lucie	1957.0	By appointment only
Weeren, Friedrich August	1956.0	The sanity inspectors
Nisser, Peter William	1957.0	The red marten
Druon, Maurice	1957.0	The last detachment: the cadets of Saumur, 1940; a novel
Mallet-Joris, Françoise	1957.0	House of lies / $f: translated from the French by Herma Briffault
Mauriac, François	1957.0	Lines of life (Destins)
Roy, Gabrielle	1957.0	Street of riches
Soubiran, André	1956.0	Bedlam
Calvino, Italo	1957.0	The path to the nest of spiders
Ginzburg, Natalia	1957.0	A light for fools
Montherlant, Henry de	1957.0	The matador
Oldenbourg, Zoé	1957.0	The awakened
Sagan, Françoise	1957.0	Those without shadows
Aldanov, Mark Aleksandrovich	1957.0	Nightmare and dawn
Dudint͡sev, Vladimir	1957.0	Not by bread alone by Vladimir Dudint͡sev
Rayner, Louisa	1957.0	Women in a village; an Englishwoman's experiences and impressions of live in Yugoslavia under German occupation
Woods, William Howard	1957.0	A Yugoslav adventure
Eliassen, Sigurd	1957.0	Dragon Wang's River
Sykes, John	1957.0	A Japanese family
Grimble, Arthur Francis, Sir	1956.0	Return to the islands
Toy, Barbara	1957.0	A fool strikes oil; across Saudi Arabia
Danielsson, Bengt	1957.0	Forgotten islands of the South Seas
Spectorsky, Auguste C	1957.0	The book of the earth;
Credle, Ellis	1957.0	Tall tales from the high hills, and other stories
Nielsen, Carl	1931.0	The world is all islands
Mikkelsen, Ejnar	1957.0	Two against the ice
Panova, Vera Fedorovna	1957.0	Time walked
Du Maurier, Daphne	1957.0	The scapegoat
Durrell, Lawrence	1957.0	White eagles over Serbia
Perretta, Armando T	1957.0	Take a number
Powers, Anne	1957.0	The thousand fires
Proctor, Maurice	1957.0	The midnight plumber
Pulvertaft, Lalage	1957.0	The thing desired
Reichley, James	1957.0	The burying of Kingsmith, a novel
Richler, Mordecai	1957.0	A choice of enemies
Robertson, Constance Noyes	1957.0	Go and catch a falling star
Rooke, Daphne	1957.0	Wizards' country
Miss. Read	1957.0	Village diary
Salaman, Esther Polianowsky	1957.0	The fertile plain
Schmitt, Gladys	1957.0	A small fire
Sharp, Margery	1957.0	The eye of love
Palmer, Vance	1957.0	Seedtime
Phadke, Narayan Sitaram	1957.0	Where angels sell eggs and other stories
Powell, Anthony	1957.0	At Lady Molly's
Fuller, Roy	1957.0	Savage gold, a story of adventure
O'Connor, Frank	1957.0	Domestic relations; short stories
Böll, Heinrich	1957.0	The unguarded house
Fenton, Charles A	1957.0	The best short stories of World War II : an American anthology
Healy, Raymond J	1946.0	Famous science-fiction stories: adventures in time and space
Freiin von, Le Fort, Gertrud	1957.0	The wife of Pilate
Pérez Galdós, Benito	1920.0	The disinherited lady, a novel. A translation of La desheredada
Baker, George Edward	1957.0	Hawk of Normandy: the story of William the Conquerer
Rogers, Lindsay Sangster	1957.0	Guerrilla surgeon
Polunin, Vladimir	1957.0	Three generations; family life in Russia, 1845-1902
Kapp, Yvonne	1957.0	Loaf sugar
Kazakevich, Ėmmanuil	1957.0	The house on the square
Obruchev, V. A. (Vladimir Afanasʹevich)	1956.0	Plutonia; an adventure through Prehistory;
Panova, Vera Fedorovna	1957.0	Span of the year
Prishvin, Mikhail Mikhaĭlovich	1954.0	Shiptimber Grove
Solovʹev, Leonid Vasilʹevich	1956.0	The beggar in the harem; impudent adventures in old Bukhara
Tendri͡akov, Vladimir Fedorovich	1957.0	Son-in-law; a story. [Translated from the Russian]
Frank, Morris S	1957.0	First lady of the Seeing Eye
Preda, Marin	1957.0	The Morometes, a novel
Hayashi, Fumiko	1951.0	Floating cloud (Ukigumo)
Nogami, Yaeko	1957.0	The Neptune (Kaizin-maru) The foxes (Kitsune)
Ogawa, Mimei	1957.0	The tipsy star, and other tales
Shulman, Max	1957.0	Rally around the flag, boys
Khushwant Singh	1957.0	The voice of God and other stories
Stockton, Frank Richard	1902.0	Best short stories
Sullivan, Walter	1957.0	Sojourn of a stranger
Waugh, Evelyn	1957.0	The ordeal of Gilbert Pinfold; a conversation piece
Böll, Heinrich	1957.0	The bread of our early years
Habe, Hans	1957.0	Off limits, a novel
Walser, Robert	1956.0	The walk and other stories
Fabricius, Johan	1957.0	Setuwo the tiger
De Hartog, Jan	1957.0	The lost sea
Sørensen, Villy	1957.0	Tiger in the kitchen, and other strange stories
Aymé, Marcel	1957.0	Across Paris, and other stories
Renard, Jules	1910.0	The sponger
Roy, Gabrielle	1957.0	Street of riches. Introd.:
Vilmorin, Louise de	1957.0	Love story
Haji, Buyong bin 'Adil	1957.0	The story of Tun Fatimah
Abbas, Zainab Ghulam	1957.0	Folk tales of Pakistan
Wettach, Adrien	1957.0	Grock, king of clowns
Douglas, Lloyd C. (Lloyd Cassel)	1951.0	Magnificent obsession
Powys, John Cowper	1957.0	Up and out
Purdy, James	1957.0	63: dream palace, a novella, and nine stories
Richter, Conrad	1957.0	The lady
Rivera, Aida L	1957.0	Now and at the hour, and other short stories
Scott, Paul	1956.0	A male child
Shaw, Irwin	1957.0	Tip on a dead jockey, and other stories
	1957.0	Jataka tales
Fisher, Dorothy Canfield	1957.0	Memories of Arlington, Vermont
	1957.0	Why we fled from South Korea
Williams, James Howard	1957.0	The spotted deer
Schilling, Ton	1957.0	Tigermen of Anai
	1957.0	How to be a nursing aide in a nursing home
	1957.0	Prefaces to three eighteenth-century novels (1708-1751-1797): Mateo Aleman, dedication and preface of The life of Guzman d'Alfarache (tr., 1708) Francis Coventry, chapter 1 of book I and chapter 1 of book II of The history of Pompey the Little (1751); dedication of third edition (1752) Royal Tyler, dedication and preface of The Algerine captive (1797)
	1957.0	Prefaces to three eighteenth-century novels (1708-1751-1797): Mateo Aleman, dedication and preface of The life of Guzman d'Alfarache (tr., 1708) Francis Coventry, chapter 1 of book I and chapter 1 of book II of The history of Pompey the Little (1751); dedication of third edition (1752) Royal Tyler, dedication and preface of The Algerine captive (1797)
Barham, Marie	1957.0	Onak and the talking box
Gallico, Paul	1957.0	Thomasina
	1957.0	Parodies of ballad criticism (1711-1787): William Wagstaffe, A comment upon the history of Tom Thumb, 1711; George Canning, The knave of hearts, 1787
Malm, Dorothea	1957.0	The woman question
Greene, Graham	1957.0	The spy's bedside book; an anthology
Torrès, Tereska	1957.0	The dangerous games; a novel
Miller, Warren	1957.0	Love me little
Erskine, Dorothy	1957.0	The pink hotel
Torrès, Tereska	1957.0	Not yet
Sholokhov, Mikhail Aleksandrovich	1957.0	The fate of a man
Avdeev, Viktor	1957.0	The new proof-reader : a story
Dudint͡sev, Vladimir	1957.0	Not by bread alone
Fedin, Konstantin	1957.0	Sanatorium Arktur
Tevelev, Matveĭ	1957.0	Hotel in Snegovets
Reardon, Peter J	1957.0	The island serf : [lyrical tales of Mackinac Island, Michigan]
Rebow, Milton	1957.0	Oh dear!
Caldwell, Erskine	1957.0	Certain women
Bornet, Iovleff	1957.0	Something to declare : an adventure
Green, Peter	1957.0	The sword of pleasure : being the memoirs of the most illustrious Lucius Cornelius Sulla, known as the Fortunate, beloved of Venus, Counsul and dictator, triumphant general, savior of Rome
Humphrey, William	1957.0	Home from the hill
Harris, William Howard	1957.0	The golden jungle, a novel
Manning, Olivia	1957.0	A different face
James, Henry	1916.0	The great short novels of Henry James
Heinlein, Robert A. (Robert Anson)	1957.0	The door into summer
Zola, Émile	1902.0	The Abbé Mouret's sin
Maugham, W. Somerset, (William Somerset)	1956.0	The magician; together with A fragment of autobiography
O'Faoláin, Seán	1957.0	The finest stories of Sean O'Faolain
Thurber, James	1945.0	The Thurber carnival, written and illustrated by James Thurber
Stone, Irving	1957.0	Love is eternal
Kerouac, Jack	1957.0	On the road
Burnett, W. R. (William Riley)	1957.0	Underdog
Christie, Agatha	1957.0	Peril at end house
Mankowitz, Wolf	1957.0	The Mendelman fire, and other stories
Le May, Alan	1957.0	The unforgiven
Richter, Conrad	1957.0	The free man
Kovacs, Ernie	1957.0	Zoomar : a novel
	1957.0	The wild horse roundup : a collection of stories by members of Western Writers of America
McCullough, Rose Goode	1957.0	Yesterday when it is past
Randolph, Wassell	1957.0	Pedigree of the descendants of Henry Randolph I (1623-1673) of Henrico County, Virginia
Sohl, Jerry	1957.0	The time dissolver
Ruff, Ethel	1957.0	When saints go marching; the memoirs of a Baptist evangelist
Harper, Redd	1957.0	I walk the glory road
Cavanah, Frances	1957.0	Pocahontas, a little Indian girl of Jamestown
Dinesen, Isak	1957.0	Last tales
Heyer, Georgette	1957.0	April lady
Huxley, Aldous	1957.0	Collected short stories
Cusack, Dymphna	1957.0	Come in spinner
Green, Peter	1957.0	The sword of pleasure
Kavan, Anna	1957.0	Eagles' Nest
Samuel, Edwin, Viscount Samuel	1957.0	A cottage in Galilee
Stewart, J. I. M. (John Innes Mackintosh)	1957.0	A use of riches
Wilson, Angus	1957.0	A bit off the map, and other stories
Wodehouse, P. G., (Pelham Grenville)	1957.0	Blandings castle and elsewhere
MacInnes, Colin	1957.0	City of Spades
Read, Miss	1957.0	Village diary
Goldman, William	1957.0	The temple of gold
Lawson, Henry	1922.0	Prose works of Henry Lawson
Lawrence, D. H. (David Herbert)	1930.0	Selected poetry and prose
Stow, Randolph	1957.0	The bystander
Mansfield, Katherine	1910.0	34 short stories
Mackenzie, Compton, Sir	1957.0	Rockets galore
Bauer, Josef Martin	1957.0	As far as my feet will carry me
Barber, Noel	1957.0	A handful of ashes; a personal testament of the battle of Budapest
Heddle, Enid Moodie	1957.0	The boomerang book of legendary tales
	1957.0	One thousand metres down; true adventures under the earth
McCloy, Helen	1957.0	Two-thirds of a ghost
Ruhen, Olaf	1957.0	Land of Dahori; tales of New Guinea
Gair, Malcolm	1957.0	Sapphires on Wednesday
White, Hilda	1957.0	Wild Decembers; a biographical portrait of the Brontës
White, Nelia (Gardner), Mrs	1957.0	The gift and the giver, a novel
	1957.0	Loaf sugar and other Soviet stories
Nawaz, Mumtaz Jahan Shah	1948.0	The heart divided
Garve, Andrew	1957.0	The narrow search
Waterhouse, Keith	1957.0	There is a happy land
Carnac, Carol	1956.0	The late Miss Trimming
Masters, John	1957.0	Far, far the mountain peak, a novel
McGivern, William P	1957.0	Night extra
Gardner, Erle Stanley	1957.0	You can die laughing
Wyndham, John	1957.0	The Midwich cuckoos
Harris, Mark	1957.0	Something about a soldier
Mason, F. van Wyck (Francis van Wyck)	1957.0	The Gracious Lily affair
Kaye, M. M. (Mary Margaret)	1956.0	Shadow of the moon
Hornblow, Leonora	1957.0	The love-seekers
Gordons	1957.0	The big frame
Benson, Ben	1957.0	The running man; a Ralph Lindsey mystery
Breuer, Bessie	1957.0	The actress
Selden, George	1957.0	The garden under the sea
Miers, Earl Schenck	1957.0	Mark Twain on the Mississippi
Barrett, Anne	1957.0	Songberd's Grove
James, Henry	1916.0	Selected short stories
Gould, Jean	1956.0	Young mariner Melville;
Rhodes, Eugene Manlove	1934.0	The Rhodes reader; stories of virgins, villains, and varmints
	1957.0	The apocrypha according to the authorized version
Thomas, Gwyn	1957.0	Gazooka, and other stories
Lederer, William J	1957.0	Ensign O'Toole and me
Kahn, Sholom Jacob	1957.0	A whole loaf; stories from Israel
Abernethy, Cecil	1957.0	Mr. Pepys of Seething Lane; a narrative
